serial_number,model_type,Age,20_40,40_60,60_80,80_100,total_days,Latitude,Longitude,City
210401541,19XR,,0,0,0,0,219,38.2784378,109.7347325,???
210401545,19XR,,12.19512195,60.97560976,12.19512195,4.87804878,193,30.7256999,121.33675,???
210401549,19XR,,0,0,0,0,244,38.2784378,109.7347325,???
210401552,19XR,,0,0,0,0,97,38.2784378,109.7347325,???
210401557,19XR,,0,3.91959799,95.87939698,0.201005025,16,4.8963127,114.9208908,Brunei
210401581,19XR,,0,0,0,0,187,30.7256999,121.33675,??? ???
210401584,19XR,,0.73664825,6.629834254,30.30781373,62.2993949,253,32.0588739,118.7978437,???
210401587,19XR,,0.109649123,4.824561404,30.2997076,64.76608187,253,32.0588739,118.7978437,???
210401594,19XR,,0.176366843,5.349794239,34.68547913,59.78835979,253,32.0588739,118.7978437,???
210401598,19XR,,14.28571429,50,7.142857143,0,194,30.7256999,121.33675,???
210401602,19XR,,7.01754386,26.31578947,50.87719298,1.754385965,195,30.7256999,121.33675,???
210401737,19XR,,1.130487072,25.79675286,53.33734215,19.73541792,252,32.0588739,118.7978437,???
210401753,19XR,,11.71875,48.4375,26.5625,7.03125,253,30.7256999,121.33675,??? ???
210401770,19XR,,9.130434783,61.73913043,19.13043478,1.304347826,249,30.7256999,121.33675,??? ???
210401785,19XR,,0.059090014,2.737837305,27.5556431,69.58833957,253,32.0588739,118.7978437,???
210401794,19XR,,7.01754386,35.67251462,33.33333333,12.28070175,253,30.7256999,121.33675,??? ???
210401798,19XR,,25,33.33333333,33.33333333,0,253,30.7256999,121.33675,??? ???
210501858,19XR,,69.23076923,0,0,0,220,29.868336,121.54399,???
210501869,19XR,,64.37007874,28.74015748,1.377952756,0.787401575,210,29.868336,121.54399,???
210501875,19XR,,43.5483871,42.74193548,2.419354839,0,220,29.868336,121.54399,???
210501947,19XR,,0.392576731,18.66523911,27.2662384,53.60456817,252,30.2134467,115.0732902,???
210502016,19XR,,11.83203376,25.0590171,36.2973031,26.5469633,202,22.5430778,114.0978212,???
210502051,19XR,,0.502622378,9.309440559,23.98747086,66.17132867,252,23.0337651,113.7674891,???
210502076,19XR,,2.175483664,26.48310187,46.60030505,24.37986674,219,29.868336,121.54399,???
210502079,19XR,,0.230144951,27.65777042,55.59413736,16.28780232,211,22.5430778,114.0978212,???
210502081,19XR,,0.167691448,31.30240358,48.07154835,20.45835662,219,29.868336,121.54399,???
210502082,19XR,,0.079522863,7.5944334,6.799204771,84.89065606,220,29.868336,121.54399,???
210502083,19XR,,0.12987013,24.28571429,31.68831169,17.4025974,220,29.868336,121.54399,???
210502141,19XR,,1.316619071,17.4683826,58.31695286,23.03527056,211,22.5430778,114.0978212,???
210502328,19XR,,11.60868068,55.87323458,27.38546331,4.168101963,253,31.1211699,121.37029,???
210502329,19XR,,17.67967584,52.27127319,27.34058435,2.367242482,253,31.1211699,121.37029,???
210502370,19XR,,0.216450216,8.917748918,27.4025974,60.60606061,236,25.8528899,114.94,???
210602809,19XR,,0,0,0,0,208,34.7404729,113.6145128,????
210602810,19XR,,14.10788382,80.08298755,5.809128631,0,209,34.7404729,113.6145128,????
210602811,19XR,,0,100,0,0,146,34.7404729,113.6145128,????
210602816,19XR,,0.831600832,4.781704782,31.80873181,62.16216216,155,29.078696,119.6474775,???
210602817,19XR,,0,0,0,0,84,29.078696,119.6474775,???
210702906,19XR,,0,0,0,0,13,30.4725299,114.88216,???
210702912,19XR,,1.937984496,33.97932817,45.60723514,18.00172265,233,23.1290799,113.26436,???
210702913,19XR,,0.300360433,32.4989988,53.92470965,12.97557068,232,23.1290799,113.26436,???
210702914,19XR,,5.309278351,31.22680412,48.55670103,14.65979381,235,23.1290799,113.26436,???
210703167,19XR,,0,0,0,0,174,29.5459967,106.5300932,???
210703168,19XR,,0,0,0,0,174,29.5459967,106.5300932,???
210703230,19XR,,0.149253731,13.43283582,14.62686567,71.79104478,253,30.0909699,116.75446,???
210703250,19XR,,0.092081031,10.40515654,14.82504604,74.67771639,253,30.0909699,116.75446,???
210803315,19XR,,0,0,0,0,253,30.0909699,116.75446,??? ???
210803318,19XR,,0,20.57971014,79.3236715,0.096618357,253,30.0909699,116.75446,??? ???
210803319,19XR,,3.715728716,61.18326118,25.0962001,10.00481,253,30.0909699,116.75446,??? ???
210803373,19XR,,0,10.08492569,89.17197452,0.743099788,253,30.0909699,116.75446,??? ???
210803374,19XR,,4.755163225,39.82345103,41.68887408,13.73251166,242,30.799738,120.773878,???
210803557,19XR,,0,0,0,0,113,28.0872252,112.9985469,???
210803661,19XR,,39.39553219,42.82522996,16.83311432,0,227,31.2985642,120.5846615,???
210803679,19XR,,37.73204778,61.76428263,0.129515038,0.374154555,253,32.3043999,118.31601,???
210903750,19XR,,0.320440201,52.40653827,39.09694125,8.040135944,253,32.3043999,118.31601,???
210903759,19XR,,0.697967383,99.27479487,0.027237752,0,253,32.3043999,118.31601,???
210903867,19XR,,1.082055906,29.71145176,68.75563571,0.270513977,155,28.5525772,77.55481,Greater Noida
210903939,19XR,,0.199203187,47.21115538,42.03187251,9.760956175,253,31.0324099,121.22654,???
210903940,19XR,,0,72.22222222,27.77777778,0,149,31.0324099,121.22654,???
210904041,19XR,,20.91719745,78.94267516,0.140127389,0,142,31.0324099,121.22654,???
210904044,19XR,,29.3386545,62.2690992,8.392246294,0,126,31.0324099,121.22654,???
210904052,19XR,,1.536323342,29.58079784,55.03718729,14.09360679,211,22.5430778,114.0978212,???
210904107,19XR,,0.29615718,12.51083502,59.13030916,27.99046518,211,22.5430778,114.0978212,???
210904109,19XR,,0.242857143,8.957142857,55.80714286,34.8,211,22.5430778,114.0978212,???
210904111,19XR,,0.130793755,7.283577209,46.89773563,45.67971879,211,22.5430778,114.0978212,???
210904118,19XR,,0.753623188,34.4057971,54.0115942,10.74202899,211,22.5430778,114.0978212,???
210904222,19XR,,0,1.122754491,9.281437126,89.59580838,250,28.683651,115.8583305,???
210904234,19XR,,30.06101695,69.85762712,0.058757062,0.02259887,211,35.0670699,112.60273,???
210904251,19XR,,0,57.14285714,28.57142857,14.28571429,68,35.0670699,112.60273,???
211004417,19XR,,77.28070175,22.71929825,0,0,170,23.1109424,114.4167999,???
211004430,19XR,,5.010224949,94.01840491,0.869120654,0,99,23.1109424,114.4167999,???
211004431,19XR,,10.92592593,88.88888889,0,0,99,23.1109424,114.4167999,???
211004436,19XR,,0,58.39199704,41.31159689,0.296406076,170,23.1109424,114.4167999,???
211004440,19XR,,10.77664058,67.49806485,21.54468049,0.146211404,170,23.1109424,114.4167999,???
211004628,19XR,,47.99898361,44.00330327,7.076610342,0.365264896,156,34.2587964,117.1978841,???
211004648,19XR,,0,0,0,0,176,34.2587964,117.1978841,???
211004675,19XR,,0,0,0,0,176,34.2587964,117.1978841,???
211004689,19XR,,2.556445739,53.58339403,20.50254916,22.99344501,146,23.1109424,114.4167999,???
211104699,19XR,,0,43.90243902,52.84552846,3.25203252,252,29.5459967,106.5300932,???
211104745,19XR,,0.183486239,1.42554693,64.03669725,34.32604093,145,31.6997868,118.5681258,???
211104753,19XR,,0,2.706453851,74.87855656,22.41498959,145,31.6997868,118.5681258,???
211104820,19XR,,82.62309561,15.52219033,0,0,64,31.9526599,118.84002,??????
211104823,19XR,,11.383159,27.52293578,47.16881903,13.78484193,147,23.1109424,114.4167999,???
211104924,19XR,,0.400600901,65.22283425,33.97596395,0.400600901,134,20.9853146,106.8028362,Quang Ninh
211105021,19XR,,6.971940093,31.29626442,48.39042865,12.72163884,185,28.2205369,77.5855829,Gautam Budda Nagar
211105116,19XR,,100,0,0,0,147,23.1109424,114.4167999,???
211105117,19XR,,0,100,0,0,147,23.1109424,114.4167999,???
211105119,19XR,,22.82091918,19.65134707,46.67194929,10.22187005,35,20.9853146,106.8028362,Quang Ninh
2111Q20733,19XR,2011,86.50793651,4.915514593,0,0,214,40.4546637,-86.102168,Kokomo
2111Q20734,19XR,2011,0,69.23076923,30.76923077,0,214,40.4546637,-86.102168,Kokomo
2111Q20735,19XR,2011,71.66882277,25.74385511,0.776196636,0,214,40.4546637,-86.102168,Kokomo
2114Q23517,19XR,2014,0.458715596,90.82568807,8.71559633,0,251,-6.2248262,106.814501,Jakarta Selatan
2114Q29519,19XR,2014,0.042348955,0.741106719,67.42659514,31.78994918,251,-6.2248262,106.814501,Jakarta Selatan
2120Q28152,19XR,2020,0.006502373,0.832303791,8.726185058,82.63866311,252,-7.264235,112.744093,Jawa Timur
220100089,19XR,,45.57471264,47.94745484,3.80952381,0.032840722,126,36.6653182,116.9949479,???
220100108,19XR,,26.25545852,40.93886463,27.45633188,2.729257642,51,36.6653182,116.9949479,???
220200482,19XR,,0.127877238,37.87723785,35.57544757,26.39386189,63,29.5459967,106.5300932,???
220200483,19XR,,0,0,0,0,63,29.5459967,106.5300932,???
220300889,19XR,,0,0.118343195,15.30571992,84.57593688,220,29.7197999,116.00295,???
220300899,19XR,,0,0,0,0,211,28.0872252,112.9985469,???
220300906,19XR,,0,9.266202464,57.01660418,33.71719336,220,29.7197999,116.00295,???
220300951,19XR,,0,29.74177968,56.32546907,13.93275125,205,36.0830799,113.81908,???
220300952,19XR,,0,0,0,0,205,36.0830799,113.81908,???
220301012,19XR,,0,0,0,0,253,32.0588739,118.7978437,???
220301049,19XR,,0,98.41849148,0.97323601,0.608272506,137,30.7569848,120.773304,???
220301050,19XR,,0,0,0,0,137,30.7569848,120.773304,???
220301051,19XR,,0,62.5,37.5,0,137,30.7569848,120.773304,???
220301065,19XR,,0,0,0,0,127,32.0588739,118.7978437,???
220301088,19XR,,0.057372347,20.77698549,51.76624867,27.39939349,253,32.0588739,118.7978437,???
220301089,19XR,,0.111803226,29.2924453,48.93786935,21.65788213,232,32.0588739,118.7978437,???
220301107,19XR,,0.036886758,3.430468462,62.04352637,34.48911841,253,32.0588739,118.7978437,???
220301126,19XR,,0,11.6745283,70.63679245,17.68867925,253,32.0588739,118.7978437,???
220301238,19XR,,0,0,0,0,253,32.0588739,118.7978437,???
220501288,19XR,,0.142721218,0.333016175,20.50428164,78.78211227,237,30.7569848,120.773304,???
220501299,19XR,,0.01388455,22.93033427,48.94650977,28.09538686,253,32.3043999,118.31601,???
220501301,19XR,,0.677966102,30.84745763,50.76271186,17.71186441,214,31.8657929,117.2870511,???
220501350,19XR,,0.09354537,0.935453695,28.34424696,70.62675398,237,30.7569848,120.773304,???
220501351,19XR,,0.018807598,2.670678954,15.59149897,81.71901448,237,30.7569848,120.773304,???
220501352,19XR,,0.547556277,10.13993105,61.20462381,28.10788887,214,31.8657929,117.2870511,???
220501354,19XR,,0,37.31182796,59.46236559,3.225806452,214,31.8657929,117.2870511,???
220501359,19XR,,0,57.34383793,36.35340461,6.302757456,217,31.8657929,117.2870511,???
220501365,19XR,,89.9122807,2.192982456,0.877192982,0,253,31.9504199,119.21796,???
220501384,19XR,,45.56107691,41.87495365,11.52562486,0.407921086,253,31.9504199,119.21796,???
220501407,19XR,,0.025250931,23.74218799,63.62603371,12.58127643,253,32.3043999,118.31601,???
220601438,19XR,,6.164438396,38.5877832,34.01649187,21.23128653,253,32.3043999,118.31601,???
220601495,19XR,,0.024624477,36.14873184,40.99975376,22.72839202,214,31.8657929,117.2870511,???
220601547,19XR,,25.30819434,54.96736766,19.43437273,0,35,31.8657929,117.2870511,???
220601568,19XR,,1.000746826,32.9798357,47.61762509,18.40179238,196,29.9966586,120.5647896,???
220601586,19XR,,79.87332864,15.69317382,3.166783955,0.140745954,233,31.9504199,119.21796,???
220601599,19XR,,1.85915493,56.93896714,35.64319249,5.558685446,195,29.9966586,120.5647896,???
220601603,19XR,,41.87898089,41.5387956,15.80775912,0.036189925,253,31.9504199,119.21796,???
220601623,19XR,,23.03858224,56.0642422,14.4175743,6.479601255,196,29.9966586,120.5647896,???
220601629,19XR,,22.73887333,63.54186119,13.38935574,0.112044818,247,31.9504199,119.21796,???
220601630,19XR,,23.28230022,68.0669654,8.146626836,0.211600697,253,31.9504199,119.21796,???
220601631,19XR,,53.88579674,38.26015255,6.266749124,0.494743352,260,31.9504199,119.21796,???
220601648,19XR,,0.026795284,3.269024652,78.91211147,17.68488746,196,29.9966586,120.5647896,???
220601652,19XR,,0.082171255,13.24165599,44.50056795,42.1756048,253,32.3043999,118.31601,???
220601679,19XR,,0.0575871,22.34379499,55.66657069,21.9205298,253,32.3043999,118.31601,???
220601704,19XR,,0.017896024,27.3272288,49.93288991,22.71005458,253,32.3043999,118.31601,???
220601705,19XR,,0,0,13.33333333,86.66666667,24,32.3043999,118.31601,???
220601732,19XR,,0.040735568,35.02094972,51.55959032,13.35544693,253,32.3043999,118.31601,???
220601750,19XR,,0,0,0,0,50,25.4540073,119.0078749,???
220601751,19XR,,0,0,0,0,50,25.4540073,119.0078749,???
220601837,19XR,,0,32.35981308,64.33021807,3.309968847,62,31.8657929,117.2870511,???
220601878,19XR,,0.133404482,1.067235859,11.23265742,87.56670224,245,25.4913699,119.7801,???
220601879,19XR,,0.189107413,1.248108926,12.08396369,86.3086233,245,25.4913699,119.7801,???
220601887,19XR,,34.41771623,57.19572614,7.753835134,0.226825046,196,29.9966586,120.5647896,???
220601910,19XR,,0.113826582,1.466354202,17.02711751,81.33913626,245,25.4913699,119.7801,???
220601912,19XR,,40.6916221,32.39215686,19.46524064,4.363636364,210,29.9966586,120.5647896,???
220602178,19XR,,0.087108014,37.36933798,46.51567944,16.02787456,142,34.2587964,117.1978841,???
220702236,19XR,,19.17330677,61.15537849,16.13545817,3.336653386,142,34.2587964,117.1978841,???
220702406,19XR,,7.692307692,69.23076923,23.07692308,0,253,29.5459967,106.5300932,???
220702851,19XR,,0,50,50,0,142,34.2587964,117.1978841,???
220702888,19XR,,0.051493306,50.61791967,48.91864058,0.411946447,138,34.2587964,117.1978841,???
220802918,19XR,,27.52163427,51.18456519,17.15136899,2.042842956,217,26.5758015,106.7110737,???
220802919,19XR,,0,100,0,0,129,26.5758015,106.7110737,???
220802923,19XR,,29.00081235,68.92770106,1.787164907,0.121852153,142,34.2587964,117.1978841,???
220802973,19XR,,0.223214286,33.48214286,59.15178571,7.142857143,217,26.5758015,106.7110737,???
220802974,19XR,,46.26984127,39.92063492,5.211640212,0.026455026,217,26.5758015,106.7110737,???
220803080,19XR,,39.23682531,58.17433861,2.368962338,0.021278105,195,30.8643999,120.107,???
220803149,19XR,,0,0,0,0,0,34.2587964,117.1978841,???
220803176,19XR,,0.442990184,33.02793859,23.35263025,43.35766423,140,34.2587964,117.1978841,???
220803210,19XR,,0.979290416,11.23775887,27.92743619,50.63091989,239,13.8910777,100.450274,Nonthaburi
220803211,19XR,,0.795082515,12.59437429,27.37355515,52.50217144,239,13.8910777,100.450274,Nonthaburi
220803259,19XR,,41.44658261,15.52753816,40.1592568,2.229595222,238,25.8528899,114.94,???
220803350,19XR,,0,0,0,0,237,34.2587964,117.1978841,???
220803411,19XR,,1.338199513,96.10705596,2.189781022,0.364963504,192,28.0872252,112.9985469,???
220803482,19XR,,14.56270135,78.28421429,6.115022074,0.942608281,185,31.27002,121.23361,???
220803504,19XR,,4.742202419,74.72151496,17.11489497,3.389560789,185,31.27002,121.23361,???
220803508,19XR,,64.83253589,27.51196172,2.870813397,4.784688995,229,30.8643999,120.107,???
220803509,19XR,,99.49238579,0.169204738,0,0,96,30.8643999,120.107,???
220803510,19XR,,30.26044884,57.46860202,11.61725345,0.427218448,229,30.8643999,120.107,???
220903792,19XR,,40.6779661,39.83050847,19.06779661,0.423728814,237,34.2587964,117.1978841,???
220903793,19XR,,52.30364476,37.32674538,7.601813826,1.458761123,237,34.2587964,117.1978841,???
220903837,19XR,,0.114876508,18.95462378,61.91843768,18.15048823,44,13.7217451,100.5319753,Sathorn City Tower
220903950,19XR,,1.981981982,13.39339339,51.11111111,30.45045045,44,13.7217451,100.5319753,Sathorn City Tower
221104851,19XR,,0.130463144,0.456621005,1.261143727,96.71667754,168,26.0912899,119.299,???
2217Q25999,19XR,2017,0.099274532,0.366552119,4.314623902,85.95647194,252,-7.264235,112.744093,Jawa Timur
2307Q74285,19XR,2007,99.44598338,0.55401662,0,0,214,43.6531643,-79.3900311,Toronto
2310Q19877,19XR,2010,0.095260776,35.98475828,62.44343891,1.45272684,251,0,0,AL RAI
2314Q23531,19XR,2014,0,0,0,0,56,28.3646102,76.9419433,Gurugram
2314Q23532,19XR,2014,5.882352941,11.76470588,23.52941176,58.82352941,38,28.3646102,76.9419433,Gurugram
2314Q23534,19XR,2014,0,0,0,0,38,28.3646102,76.9419433,Gurugram
2320Q28167,19XR,2020,0,1.759834369,95.23809524,3.002070393,20,40.0066816,-75.2169112,Bala Cynwyd
2320Q28168,19XR,2020,0,48.7804878,46.34146341,4.87804878,20,40.0066816,-75.2169112,Bala Cynwyd
23PIX3328817120036,19XR,2023,20.23809524,11.9047619,14.28571429,16.66666667,107,17.438325,78.3847282,Hyderabad
2400Q63817,19XR,2000,0,0,0,0,125,38.8693162,-77.2150217,Falls Church
2400Q63818,19XR,2000,13.9625585,85.2574103,0.702028081,0.07800312,188,38.8693162,-77.2150217,Falls Church
2404Q69516,19XR,2004,4.087942288,24.21848162,67.43387152,4.259704569,210,14.8828674,103.4937242,Surin
2404Q69517,19XR,2004,4.570857377,38.72052342,54.67308828,2.021900132,210,14.8828674,103.4937242,Surin
2407Q74290,19XR,2007,0,0,0,0,55,41.9740555,-87.8637221,Rosemont
2407Q74291,19XR,2007,0,98.19085358,1.796154346,0.012992075,214,41.9740555,-87.8637221,Rosemont
2410Q19881,19XR,2010,0.00685824,10.67827995,77.93704136,11.37096221,251,29.31166,47.481766,AL RAI
2411Q20803,19XR,2011,4.695392454,79.72943295,14.7845566,0.004392322,251,-6.2248262,106.814501,Jakarta Selatan
2505Q71440,19XR,2005,0,1.076118077,29.88449008,51.16003554,163,18.7421416,98.9705166,Chiangmai
2505Q71441,19XR,2005,0,1.739130435,80.86956522,17.39130435,163,18.7421416,98.9705166,Chiangmai
2507Q74404,19XR,2007,0.005774672,39.98960559,52.16261477,7.772708899,214,10.7211174,106.7264474,Ho Chi Minh
2507Q74405,19XR,2007,0.030315892,19.83871946,64.7365549,15.21857758,224,10.7211174,106.7264474,Ho Chi Minh
2511Q20867,19XR,2011,0,100,0,0,0,21.0340172,105.9052401,Ha Noi
2599J59761,19XR,1999,59.80086894,32.42577842,5.1955105,0.014482259,192,34.1629905,-118.2935891,Glendale
2599J59762,19XR,1999,63.35263835,32.34050377,2.155727156,0.0137893,192,34.1629905,-118.2935891,Glendale
2606Q72918,19XR,2006,0,0,0,0,43,12.8967139,80.2224353,CHENNAI 
2618Q26852,19XR,2018,35.31114327,56.41280753,8.185600579,0,214,28.0672781,-82.4120943,Tampa
2698J53529,19XR,1998,0,99.41690962,0.145772595,0.437317784,97,40.3681352,-80.6579161,Steubenville
2706Q72773,19XR,2006,0.836036036,0.136936937,72.54054054,26.45765766,172,29.083461,48.0734762,AHMADI
2706Q72774,19XR,2006,0,0.010365559,6.993296939,1.779420911,252,29.083461,48.0734762,AHMADI
2706Q72775,19XR,2006,0,0.015419804,2.865513608,0.411194778,252,29.083461,48.0734762,AHMADI
2706Q72776,19XR,2006,0,0.163729924,48.51083736,7.141743334,252,29.083461,48.0734762,AHMADI
2706Q72923,19XR,2006,0,0.210006177,81.39592341,18.39407041,252,29.083461,48.0734762,AHMADI
2707Q74349,19XR,2007,24.96640688,45.25665144,27.51948401,2.20370868,141,41.4173063,-88.2572212,Channahon
2711Q20809,19XR,2011,0,37.49370066,62.29352147,0.212777871,252,29.31166,47.481766,DAJEEJ
2716Q25323,19XR,2016,5,20,75,0,116,30.339679,-81.7447132,Jacksonville
2716Q25324,19XR,2016,0.800462918,21.98861992,61.76101842,16.06712316,116,30.339679,-81.7447132,Jacksonville
2798J58435,19XR,1998,0,63.87702818,36.03757472,0.085397096,56,40.3681352,-80.6579161,Steubenville
2805Q71621,19XR,2005,0.235756385,34.30255403,54.65618861,10.80550098,252,18.5920193,73.6837039,Pune 
2805Q71622,19XR,2005,0,7.692307692,49.39271255,42.91497976,252,18.5920193,73.6837039,Pune
2810Q19879,19XR,2010,0.02875009,25.17789118,73.65773018,1.121253504,232,0,0,AL RAI
2810Q19880,19XR,2010,0.023987718,24.63058914,62.26731913,13.07810401,251,0,0,AL RAI
2810Q19881,19XR,2010,0,12.13872832,50.86705202,36.99421965,38,29.31166,47.481766,AL RAI
2811Q20810,19XR,2011,0.003192644,36.67071068,62.69395313,0.628950897,251,29.31166,47.481766,DAJEEJ
2811Q20811,19XR,2011,0,0.136239782,99.86376022,0,169,29.31166,47.481766,DAJEEJ
2811Q20812,19XR,2011,0,47.99295634,51.59482931,0.412214351,252,29.31166,47.481766,DAJEEJ
2904Q69596,19XR,2004,0,0,0,0,40,34.4929138,-97.9627546,Duncan
2910Q19882,19XR,2010,0,70.50505051,29.49494949,0,251,0,0,AL RAI
2910Q19883,19XR,2010,0.015564202,24.80933852,59.91050584,15.26459144,251,0,0,AL RAI
2998J58227,19XR,1998,0,78.47241475,21.87413363,0,147,36.1757918,-115.2907964,Las Vegas
2999J59837,19XR,1999,0,0,0,0,2,43.8127399,-79.3448847,North York
3002Q67165,19XR,2002,0,3.333333333,20,76.66666667,142,13.9047454,100.6218558,Bangkok
3010Q19880,19XR,2010,0.027674,0.945528343,55.82768322,43.17144043,251,0,0,AL RAI
3010Q19884,19XR,2010,0.028360749,54.45263755,38.40045377,7.11854793,251,0,0,AL RAI
3010Q19885,19XR,2010,0.010695759,27.31162094,68.34055297,4.31039093,251,0,0,AL RAI
3010Q19887,19XR,2010,0,0,0,0,251,29.31166,47.481766,AL RAI
3013Q22735,19XR,2013,0.109210047,0.364033491,1.055697124,26.64725155,194,22.5837286,88.4695656,Kolkata
3013Q22736,19XR,2013,0.349956255,0.349956255,0.542432196,10.98862642,251,22.5837286,88.4695656,Kolkata
3013Q22737,19XR,2013,0.22977023,0.27972028,0.38961039,5.854145854,251,22.5837286,88.4695656,Kolkata
3013Q22738,19XR,2013,0.308641975,0.395061728,0.432098765,7.580246914,251,22.5837286,88.4695656,Kolkata
3016Q25294,19XR,2016,0.411730714,1.018491765,3.705576423,93.9034961,253,4.3517937,100.9982609,Seri Iskandar
3019Q27601,19XR,2019,67.19627285,26.95018516,2.867040975,0.453948154,214,39.4158797,-84.5728237,Hamilton
3098J58228,19XR,1998,0,35.27048491,64.2062973,0.999719705,147,36.1757918,-115.2907964,Las Vegas
3098J58229,19XR,1998,0.061924982,77.31776362,18.30325548,3.989738146,147,36.1757918,-115.2907964,Las Vegas
3105Q71568,19XR,2005,0.004899799,9.838796609,41.69729041,48.47861238,88,29.3472451,47.9160209,ALRAI SHUWAIKH
3205Q71563,19XR,2005,0,9.170305677,50.70354197,40.12615235,86,29.3472451,47.9160209,ALRAI SHUWAIKH
3205Q71565,19XR,2005,0.08663009,9.745885071,46.20271441,43.95033208,88,29.3472451,47.9160209,ALRAI SHUWAIKH
3205Q71566,19XR,2005,0.038476337,4.116968065,41.45825317,54.42477876,84,29.31166,47.481766,AL RAI
3205Q71567,19XR,2005,0.047402351,22.43079257,67.76640121,9.745923398,86,29.3472451,47.9160209,ALRAI SHUWAIKH
3205Q71569,19XR,2005,0,0,0,0,88,29.3472451,47.9160209,ALRAI SHUWAIKH
3209Q19211,19XR,2009,49.03846154,38.46153846,12.5,0,201,28.6669313,77.0925919,New Delhi
3209Q19212,19XR,2009,0.141043724,12.83497884,21.01551481,66.00846262,36,28.6669313,77.0925919,New Delhi
3209Q19213,19XR,2009,0.170648464,4.180887372,7.849829352,87.45733788,107,28.6669313,77.0925919,New Delhi
3216Q25344,19XR,2016,0.085299972,0.417022083,9.80949673,84.22898303,252,-7.264235,112.744093,Jawa Timur
328220120928TEST,19XR,2028,0,0,0,0,10,31.230416,121.473701,CH1
3304Q69793,19XR,2004,0,100,0,0,11,33.509118,-112.032892,Phoenix
3305Q71564,19XR,2005,0.070077085,15.23300631,60.9495445,23.74737211,86,29.3472451,47.9160209,ALRAI SHUWAIKH
3305Q71722,19XR,2005,0.06779661,18.44067797,58.03389831,23.38983051,145,22.539607,113.971403,???
3306Q73016,19XR,2006,0,7.391616043,91.15194506,1.44511942,251,29.3799965,47.9738989,Kuwait
3319Q27676,19XR,2019,0.255102041,16.60997732,43.28231293,37.32993197,151,28.4296934,77.3560774,Faridabad
3319Q27677,19XR,2019,2.321875711,24.63009333,29.5470066,40.86045982,151,28.4296934,77.3560774,Faridabad
3319Q27678,19XR,2019,0.434116445,7.609805924,46.73135853,43.02860061,151,28.4296934,77.3560774,Faridabad
3319Q27679,19XR,2019,8.609411268,27.60075965,22.17767461,38.95336569,151,28.4296934,77.3560774,Faridabad
3418Q27027,19XR,2018,0,0.342319213,45.52845528,54.1292255,252,29.083461,48.0734762,AHMADI
3419Q27680,19XR,2019,0.095675469,10.5912744,38.06926904,50.55491772,151,28.4296934,77.3560774,Faridabad
3420Q28254,19XR,2020,0.002687064,81.38133028,18.38668649,0.216756534,135,29.375859,47.9774052,KUWAIT CITY
3420Q28255,19XR,2020,69.61228391,26.96351396,3.145777926,0.147523271,135,29.375859,47.9774052,KUWAIT CITY
3500Q64196,19XR,2000,0.017482517,59.08216783,38.33041958,2.963286713,214,38.5792747,-121.4900192,Sacramento
3500Q64197,19XR,2000,0,65.08152174,34.7826087,0.543478261,214,38.5792747,-121.4900192,Sacramento
3504Q69799,19XR,2004,1.818033589,2.486548182,18.20479374,77.45801402,116,13.7053671,100.2768388,Nakhon Pathom
3506Q73017,19XR,2006,0.763667219,38.96319043,59.78423371,0.468705806,251,29.3799965,47.9738989,Kuwait
3506Q73018,19XR,2006,0,46.73160864,53.26306824,0.005323113,117,29.31166,47.481766,KUWAIT
3506Q73019,19XR,2006,0,70.68062827,29.21465969,0,244,29.31166,47.481766,Kuwait
3510Q20016,19XR,2010,0,1.618961274,83.73267711,14.64836161,253,29.375859,47.9774052,KUWAIT CITY
3510Q20053,19XR,2010,0.309597523,47.9876161,51.39318885,0.309597523,2,40.8949806,-73.3047331,Northport
3511Q21120,19XR,2011,0.56122449,90.40816327,8.137755102,0.892857143,251,-6.2616297,106.7822596,Jakarta Selatan
3511Q21121,19XR,2011,72.43085226,25.9500787,1.034405217,0.04497414,251,-6.2616297,106.7822596,Jakarta Selatan
3511Q21122,19XR,2011,0.461538462,75.76923077,20.69230769,3,251,-6.2616297,106.7822596,Jakarta Selatan
3511Q21123,19XR,2011,0.039447732,60.96646943,36.25246548,2.741617357,251,-6.2616297,106.7822596,Jakarta Selatan
3513Q22866,19XR,2013,0,0.046468401,61.71003717,38.24349442,107,29.083461,48.0734762,AHMADI
3604Q63674,19XR,2004,0,0,0,0,116,13.7053671,100.2768388,Nakhon Pathom
3604Q69800,19XR,2004,1.018207954,13.36847149,52.311931,33.13368471,116,13.7053671,100.2768388,Nakhon Pathom
3604Q69801,19XR,2004,0,4.166666667,34.72222222,61.11111111,116,13.7053671,100.2768388,Nakhon Pathom
3610Q20018,19XR,2010,0,63.15789474,10.52631579,21.05263158,253,29.375859,47.9774052,KUWAIT CITY
3610Q20019,19XR,2010,0,61.89122924,38.0196144,0.072439541,253,29.375859,47.9774052,KUWAIT CITY
3618Q16978,19XR,2018,0.00538648,37.13439267,61.70212766,1.158093186,253,10.9165106,106.8586839,Dong Nai
3618Q26980,19XR,2018,0,26.57181836,72.20814656,1.220035081,253,10.9165106,106.8586839,Dong Nai
3621Q28736,19XR,2021,0,79.88670193,18.52654701,1.583860805,214,30.6868349,-88.0440265,Mobile
3713Q22870,19XR,2013,0,0,0,100,245,29.083461,48.0734762,AHMADI
3713Q22871,19XR,2013,0,0.06576784,56.26438671,43.66984545,245,29.083461,48.0734762,AHMADI
