,Unnamed: 0,serialnumber,metrictype,metricid,metrickey,metricshortname,metricName,metricNameChinese,timezone,description,eventdatetime,adjustedvalue,targetvalue,minwarningthresholdvalue,maxwarningthresholdvalue,minalarmthresholdvalue,maxalarmthresholdvalue,lastvalue,path,alertalarmtype,isalert,isalarm,isreset,algorithm,AlertAlarmDateTime,TimeZoneAbreviation,SnapshotUrl,UtcOffsetMinutes
26,26,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/13/2023 9:05:40 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
28,28,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 3:17:22 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
30,30,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 3:27:23 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
32,32,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 3:42:23 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
33,33,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 3:52:23 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
35,35,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 4:17:23 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
37,37,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 4:52:23 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
39,39,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 5:02:23 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
42,42,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 5:17:23 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
44,44,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 6:52:24 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
45,45,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 7:37:25 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
47,47,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 8:37:25 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
49,49,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 8:57:25 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
51,51,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 11:02:26 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
52,52,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 11:47:27 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
54,54,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 8:47:32 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
56,56,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 9:37:33 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
58,58,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 10:27:33 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
60,60,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 10:57:33 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
61,61,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 11:22:34 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
63,63,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 11:37:34 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
64,64,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/21/2023 11:52:34 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
66,66,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/22/2023 12:27:34 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
68,68,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/22/2023 1:02:35 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
70,70,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/22/2023 1:17:35 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
72,72,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/22/2023 1:57:35 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
74,74,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/22/2023 2:57:36 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
76,76,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/22/2023 3:22:36 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
78,78,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/22/2023 4:17:36 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
80,80,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/22/2023 4:27:37 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
82,82,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/22/2023 4:37:37 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
84,84,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/23/2023 2:32:50 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
86,86,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/23/2023 2:42:50 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
88,88,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/23/2023 4:22:51 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
90,90,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/23/2023 4:32:51 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
92,92,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/23/2023 4:47:51 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
93,93,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/23/2023 4:57:51 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
95,95,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/23/2023 6:12:52 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
97,97,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/24/2023 8:33:06 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
99,99,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/27/2023 12:08:48 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
101,101,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/27/2023 3:13:50 PM -05:00,3,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,False,True,False,,,,,
103,103,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/28/2023 7:08:58 AM -05:00,2,,,,,,3.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
105,105,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,11/28/2023 8:33:59 AM -05:00,3,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,False,True,False,,,,,
107,107,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,12/28/2023 12:07:32 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2023,Device,True,False,False,,,,,
109,0,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,2/28/2024 3:45:22 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,True,False,False,,,,,
111,2,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,2/28/2024 4:05:22 PM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,True,False,False,,,,,
112,3,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,2/28/2024 4:15:22 PM -05:00,3,,,,,,2.0,AlertAlarm/1399J59406/2024,Device,False,True,False,,,,,
115,6,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,3/7/2024 9:12:01 AM -05:00,2,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,True,False,False,,,,,
117,8,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,4/1/2024 4:47:26 AM -04:00,2,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,True,False,False,,,,,
119,10,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,4/1/2024 7:57:28 AM -04:00,2,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,True,False,False,,,,,
121,12,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,4/6/2024 4:58:32 PM -04:00,3,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,False,True,False,,,,,
123,14,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,4/12/2024 11:49:36 AM -04:00,3,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,False,True,False,,,,,
125,16,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,4/20/2024 6:38:25 PM -04:00,3,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,False,True,False,,,,,
127,18,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,4/22/2024 4:47:47 PM -04:00,3,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,False,True,False,,,,,
129,20,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,4/24/2024 11:53:05 AM -04:00,2,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,True,False,False,,,,,
131,22,1399J59406,,,SYS_ALM,SystemAlertAlarm,,,America/New_York,Chiller Alarm,4/24/2024 1:48:06 PM -04:00,2,,,,,,1.0,AlertAlarm/1399J59406/2024,Device,True,False,False,,,,,
